model,n_params,rank,mag,mag_over_median
ours-203M,203056128,31,6.162378311157227,5.1814830989597525
ours-203M,203056128,32,6.0045576095581055,5.048783472823321
ours-203M,203056128,33,5.999118328094482,5.044209987790243
ours-203M,203056128,34,5.9917521476745605,5.038016317518392
ours-203M,203056128,35,5.9754557609558105,5.024313904571034
ours-203M,203056128,36,5.908536911010742,4.9680468478464554
ours-203M,203056128,37,5.896520137786865,4.957942841857272
ours-203M,203056128,38,5.894182205200195,4.955977049175832
ours-203M,203056128,39,5.841947555541992,4.912056838387404
ours-203M,203056128,40,5.838571548461914,4.909218206491708
ours-203M,203056128,41,5.619316101074219,4.72486269671437
ours-203M,203056128,42,5.542959213256836,4.660659899719805
ours-203M,203056128,43,5.510797500610352,4.633617520609513
ours-203M,203056128,44,5.479973793029785,4.607700169903079
ours-203M,203056128,45,5.3636908531188965,4.50992654137483
ours-203M,203056128,46,5.362549781799316,4.508967099831554
ours-203M,203056128,47,5.320242881774902,4.473394391312671
ours-203M,203056128,48,5.269595146179199,4.430808497889903
ours-203M,203056128,49,5.254340171813965,4.41798173071376
ours-203M,203056128,50,5.196554660797119,4.36939421570248
ours-203M,203056128,51,5.170300006866455,4.347318640536238
ours-203M,203056128,52,5.058687686920166,4.253472187067077
ours-203M,203056128,53,5.029110908508301,4.2286032858531915
ours-203M,203056128,54,5.026352405548096,4.2262838669949145
ours-203M,203056128,55,4.963397026062012,4.17334939619082
ours-203M,203056128,56,4.8300557136535645,4.06123265785514
ours-203M,203056128,57,4.703164100646973,3.954538989437706
ours-203M,203056128,58,4.6137542724609375,3.8793609509865354
ours-203M,203056128,59,4.584976673126221,3.8551640196959815
ours-203M,203056128,60,4.58045768737793,3.8513643425101756
ours-203M,203056128,61,4.576587200164795,3.8481099392478364
ours-203M,203056128,62,4.5740814208984375,3.8460030168450285
ours-203M,203056128,63,4.498581409454346,3.7825207031155155
ours-203M,203056128,64,4.497467994689941,3.781584515901328
ours-380M,379659520,1,825.2303466796875,382.3697233372808
ours-380M,379659520,2,466.1532897949219,215.99169876484484
ours-380M,379659520,3,440.6033935546875,204.15317780402194
ours-380M,379659520,4,437.81719970703125,202.86219744323077
ours-380M,379659520,5,256.59765625,118.89428839362654
ours-380M,379659520,6,211.46755981445312,97.98329965251216
ours-380M,379659520,7,125.67444610595703,58.23113919822068
ours-380M,379659520,8,123.79840850830078,57.36187890008408
ours-380M,379659520,9,64.36231231689453,29.82221830907904
ours-380M,379659520,10,46.86526107788086,21.714975684763946
ours-380M,379659520,11,41.923561096191406,19.425243536137728
ours-380M,379659520,12,26.311594009399414,12.191452922709813
ours-380M,379659520,13,23.363920211791992,10.825650975393417
ours-380M,379659520,14,22.232545852661133,10.301429705014378
ours-380M,379659520,15,21.351917266845703,9.89339125844493
ours-380M,379659520,16,20.459012985229492,9.47966487949878
ours-380M,379659520,17,19.676010131835938,9.116861226398749
ours-380M,379659520,18,14.757123947143555,6.837699829661551
ours-380M,379659520,19,13.560466766357422,6.283229823816786
ours-380M,379659520,20,12.19888687133789,5.65234302977805
ours-380M,379659520,21,12.19016170501709,5.648300231975498
ours-380M,379659520,22,11.772688865661621,5.45486457521924
ours-380M,379659520,23,11.615239143371582,5.381910390979889
ours-380M,379659520,24,10.736371994018555,4.974688104377794
ours-380M,379659520,25,10.526649475097656,4.877513367820865
ours-380M,379659520,26,10.133260726928711,4.69523705259982
ours-380M,379659520,27,9.705484390258789,4.497027279824459
ours-380M,379659520,28,9.214502334594727,4.269531195194034
ours-380M,379659520,29,8.931708335876465,4.1384988555734505
ours-380M,379659520,30,8.801698684692383,4.078259003083234
ours-380M,379659520,31,8.615354537963867,3.9919166138136353
ours-380M,379659520,32,8.089884757995605,3.748440673796424
ours-380M,379659520,33,7.896161079406738,3.6586789852158446
ours-380M,379659520,34,7.869617938995361,3.646380245480404
ours-380M,379659520,35,7.868617057800293,3.6459164880977637
ours-380M,379659520,36,7.85467529296875,3.6394565841655835
ours-380M,379659520,37,7.838515281677246,3.6319688577731633
ours-380M,379659520,38,7.768751621246338,3.5996439297754335
ours-380M,379659520,39,7.749879360198975,3.5908994849492544
ours-380M,379659520,40,7.669890403747559,3.55383667543016
ours-380M,379659520,41,7.63592529296875,3.5380989725404546
ours-380M,379659520,42,7.557129859924316,3.5015891809959903
ours-380M,379659520,43,7.326579570770264,3.3947639162273613
ours-380M,379659520,44,7.324475288391113,3.393788898919313
ours-380M,379659520,45,7.202689170837402,3.3373594131851814
ours-380M,379659520,46,7.139970779418945,3.3082989041148054
ours-380M,379659520,47,7.096994876861572,3.2883860591289786
ours-380M,379659520,48,7.029239654541016,3.2569917390853615
ours-380M,379659520,49,6.917379379272461,3.2051613832593038
ours-380M,379659520,50,6.903100490570068,3.198545273291141
ours-380M,379659520,51,6.882905960083008,3.1891881561342985
ours-380M,379659520,52,6.8776068687438965,3.186732827028398
ours-380M,379659520,53,6.848146438598633,3.173082363773665
ours-380M,379659520,54,6.821310997009277,3.160648186555824
ours-380M,379659520,55,6.797271728515625,3.149509613574193
ours-380M,379659520,56,6.696013927459717,3.10259190443847
ours-380M,379659520,57,6.442793369293213,2.985262391340693
ours-380M,379659520,58,6.371469020843506,2.9522143199826094
ours-380M,379659520,59,6.240969181060791,2.89174733905535
ours-380M,379659520,60,6.19125509262085,2.868712361828411
ours-380M,379659520,61,6.138672828674316,2.8443484181142957
ours-380M,379659520,62,6.1065521240234375,2.8294653191102763
ours-380M,379659520,63,6.092215061187744,2.8228222542108696
ours-380M,379659520,64,6.056615829467773,2.806327382883666
